Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Grenada,GRD,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,-1296296.296,-1481481.481,-1666666.667,-2185185.185,-4888888.889,-5296296.296,-4518518.519,-4888888.889,-5240740.741,-5551851.852,-6640740.741,-6274074.074,-9533333.333,-11874074.07,-6885185.185,-5337037.037,-8474074.074,-8814814.815,-13444444.44,-15400000,-16944444.44,-23244444.44,-26300000,-33748148.15,-41444444.44,-47596629.63,-50492592.59,-65193370.37,-28282148.15,-28884851.85,-41092111.11,-42711703.7,-63044222.22,-39877629.63,-31772703.7,-34282296.3,-25687333.33,-82800000,-116936185.2,-97023666.67,-121630370.4,-114535259.3,-115881185.2,-72504518.52,-65976962.96
Greenland,GRL,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,-6848333.333,-8725018.874,-10451901.63,-13806380.69,-16738519.09,-20804510.89,-23718990.9,-27806020.12,-35068055.71,-41436989.17,-47552298.66,-40289749.28,-27003024.34,-36850738.11,-27808354.09,-28311502.02,-49437646.77,-58476967.38,-66849884.87,-61557823.32,-72714345.73,-70350973.19,-74551448.78,-61691266.06,-55026255.38,-49086105.95,-34490489.25,-30282383.22,-29847182.43,-28668902.84,-24742982.27,-29076753.02,-30653476.38,-169042306.1,-222613543.4,-187613600.4,-355640613.4,-207631629.2,,,,,,,,,,,,,,
Guatemala,GTM,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-10399900,-12399900,-11900000,-14200100,-16999900,-11700000,-16200000,-19400000,-31400000,-35700000,-38200000,-41900000,-45600000,-45900000,-48000000,-66000000,-44000000,-26300000,-17500000,2700000,-44100000,-85700000,-113600000,-112700000,-206600000,-170100000,-214400000,-179300000,-176300000,-179400000,-195700000,-102799996,-141000000,-118400007.1,-130000000,-159100006.9,-229900003.3,-238700001.6,-183700003.1,-204500006.8,-209599997.4,-84430687.4,-318372016.3,-317861161.8,-410100006.3,-485000000,-680399994.7,-842699998.7,-634002381,-729296057.1,-1033696369,-1303303067,-1025000868,-1236002227,-1517106710,-1486403080,-1425307346,-1501108344,-1502202029,-1404055608,-1407287618,-1909338255
Guam,GUM,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-13941200.49,-12774601.88,-20940792.16,-16041124.66,-16741118.82,-14705882.35,-19235294.12,-18823529.41,-21000000,-20500000,-21250000,-18000000,-10571380.95,-15095238.1,-22409090.91,-13750041.67,-24320000,-26880000,-25839960,-30840000,-41999960,-62499964.29,-61666700,-69666633.33,-73157921.05,-68604627.91,-87906953.49,-92142867.35,-94699980,-123492632.4,-107316455.7,-135000000,-110311750.6,-91490015.36,-82942877.8,-85936619.72,-52129629.63,-73454540.35,-56172310.47,-68629984.61,-43970289.97,-51310372.37,-54991739.44,-42939307.8,-31871714.38,-20452782.99,-68998862.57,-11163709.12,-14792522.15,-16885732.29,12779879.57,-9329000.208,23967049.54,28542158.44,26655217.36,24697075.54,-4615101.695,-11477274.09,-27734804.66,-46629608.15,-108166906,-389968406.2
High income,HIC,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,5980492.966,141020286.6,109810702,37845465.68,58516518.8,-6457225.131,-7321978.348,-7481461.505,-8874168.05,-10502724.17,-13981856.46,-19292439.06,-34566029.71,-46827688.72,-52667402.02,-63219727.67,-79514251.35,-106821814.7,-105045242,-155715433.7,-366351218.8,-505966543.2,-579416893.2,-634255973.7,-703377513.4,-830852556.9,-1020592749,-1318490722,-1416092006,-1627841357,-2144730327,-2935321881,-3590810079,672346036.5,291133999.3,1268388531,-1379956816,-143501117.3,3300969620,3371189172,1379120033,3904831513,1075792740,4138542148,3592449923,959716096.8,4571822138,6769426000,12907356038,6419412266,4839108274,6786485098,3797509154,5224213512,6010626636,5724605898,8063718228,14827285326,17199081457,18340841512,20121048832,26368548346
Honduras,HND,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,8500050,-1000000,-4300050,-6000000,-7000000,-13100000,-15500000,-21200000,-23100000,-18600000,-22600000,-24500000,-27500000,-33000000,-13500000,-29000000,-58000000,-69000000,-93500000,-129000000,-163000000,-159500000,-214500000,-169000000,-186500000,-192000000,-210000000,-237500000,-244635193.1,-255172413.8,-276264591.4,-281941806,-338129103.8,-229930479.9,-219191561.2,-264054014.6,-259222212.8,-213832699.6,-210087740,-162748850.2,-222726843.9,-258419053,-298422471.1,-366627287.1,-455180480.7,-456975515.5,-532457978.7,-400008467.8,-407082174,-288820911.2,-728866214,-941576668.7,-1281573361,-1303712329,-1587710605,-1430267211,-1520223341,-1415066143,-1894497274,-1987669584,-1657390194,-2316837867
Heavily indebted poor countries (HIPC),HPC,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-153206650.2,-178493302.8,-52794122.85,-103302190.9,-44209665.59,-188315996.2,-500405926,-403336333.3,-481846865.9,-458253992.7,-1165187889,-724697130.1,-1093866986,-1305621330,-1392606324,-2295489770,-2341207659,-2037883293,-2040591344,-1918142450,-1130111831,-863228648.3,275281149.4,-905440360.3,-125079234.3,-254279972,51425056.6,1435224428,604937443
Haiti,HTI,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,-14300000,-13060000,-14020000,-14199988.51,-18060000,-19799641.01,-15336982.48,-20900622.39,-27124936.77,-25578170.46,-18200000,-18000000,-11900002.18,-10599998.38,-1802478.263,7694340.066,12903631.35,10966892.54,8102837.99,4446976.195,-9189344.287,-9470357.672,-13669848.56,-14278376.25,-12336099.43,-35036404.68,6616385.113,2204583.982,5546102.868,12796086.77,22282612.58,37797736.91,54543077.86,31526795.18,49095408.73,40632927.01,47896524.94,58507480.31,50278564.37,49656096.42,28603899.91,23079392.34
Hungary,HUN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1003585815,-1151491024,-1489969113,-1738144356,-2475223407,-2633612513,,,,,,-6361581843,-7100367016,-7157925757,-10627379159,-10416539570,-5705151237,-6221126665,-6873691279,-5453679593,-3946686336,-6365367115,-5991637207,-3468710705,-5790200413,-6289021570,-4326890525,-3726627994,-5717745052
IBRD only,IBD,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20105846400,-24729986035,-25908443595,-27274607745,-29868253190,-28555379440,-29831928129,-32180787912,-31058906177,-34021221090,-28278644761,-31627713585
IDA only,IDX,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103823759.6,106596419,134089268.1,116698627.9,95146632.29,64202748.63,72550450.84,74681277.97,91019409.28,116636548,120118181.8,155839926.4,-96906762.71,-1571766544,-1653742016,61560568.6,126180099.3,127606635.1,200831639.8,-53279578.74,-258322383.5,-740962732.9,-614433719.4,-380054703.1,-346983661,,
India,IND,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-151200151.2,-205800205.8,-226800226.8,-235200235.2,-304500304.5,-344393112.1,-328571428.6,-344000000,-340000000,-361333333.3,-378666666.7,-391044936.6,-390655317.8,-413328246.2,-364862831.6,-294681859.2,-260675967.5,-272116788.3,-190100168.2,189440840,437107237,44795842.95,-658475535.7,-915429447,-1197967493,-1167731708,-1411645094,-2019508810,-3105680162,-3439480507,-4203693902,-4109941024,-4409097621,-3851512707,-4166865726,-4029621483,-3684987381,-3553714782,-3558539496,-3560928781,-4975977061,-4207692437,-3447912556,-4506392470,-4979769339,-5898774891,-7344611543,-5094794676,-7158169832,-8009493357,-17955015342,-16031217721,-21460196916,-23120564442,-24112069638,-24405488070,-46857856463,-28673171869,-28935365554,-27238626774,-35929590251,-49432533231
Not classified,INX,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6195933081,-6424043599,-8165407116,-9360566334,-12638373588,-12851162556,-15939228518,-20780827432,-22704988477,-26597631821,-28382155444,-28571429972,-36582826760,-37013835159,-38919040721,-35378778922,-44446660985,-43143939785,-36862625393,-39946862789,-67165424638,-55177820671,-68873606672,-86599742586,-89155816434,-1.05272E+11,-1.21589E+11
"Iran, Islamic Rep.",IRN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-106059265.7,-113305260,-128264096.3,-143545848.2,-162883622.7,-203938180.1,-205851828.3,-245534199.2,-329183784.3,-393382560.4,-453142086.4,-528800779,-531568125.2,-638121093.2,-163468914.9,22487314.01,-469427714.1,-870434205.4,-1148733253,815691994.8,877390178.8,892219353.3,433968957.6,636146240.3,419588696.2,85024230.25,152049771.7,-66314010.66,-83824220.77,-70830365.23,-52601681.44,,,18558993.93,-325958122.6,-490826549.2,-549969353.3,-247072473.5,-77617804.12,273147408.4,197844901.4,298028226.5,361702272.6,287745101.1,-308313292.2,-409816916.9,111716517.2,954095428.1,1355902193,-122387163.2,79057458.54,464780004.4,4209044627,3143054110,2369754584,304294232.3,528338183,595895340.6,1590468702,,,
Iraq,IRQ,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4527200000,-3545491946,-3066866640,3485220546,3095009266,1593200000,-237000000,1059007235,-1060430000,-1303600000,-1515773774,-1561200000,-1440700000,-1754370746,-1166200000,-2197990772,-2064200000
Iceland,ISL,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,-216666666.7,-160000000,-245000000,-322500000,-502500000,-661666666.7,-631250000,-631000000,-741176470.6,-889600000,-1215686275,-1115175439,-1392057613,-1580106762,-2203751705,-2185316821,-2237033876,-2355023203,-2407953593,-2195505636,-2144113183,-1827603001,-2217206702,-2227025547,-2635911793,-2660312822,-3323933954,-3890241781,-3900423673,-5040461869,-8257179997,-5437620372,-4416395796,-4590808283,-3955823293,-1236490853,-615602136.5,-238796523.9,-4211817168,-4951555070,-4341296746,-3523908423,-6624615632,-5947504102,-1878742567,-2573817589,-2888636226,-1789665394,-274052101.4,-2248825502,-3649773019,-7362396245
Italy,ITA,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,529222428.7,623676654.2,800863213.8,586240451.7,-358931229.5,-165759193.4,-342802977.4,-113399166.1,-38767967.15,1002423677,1587255257,-1372730370,-1736685755,-1378744263,-1372525898,-1945932461,-4445244837,-4164914849,-4227588515,-5981433813,-15262302844,-18110163883,-21144848390,-14663145072,-16823342939,-14255438013,-12699460409,-5684743065,-6981264637,-2440201755,-4377554037,-3575084385,-5695285106,-7605922477,-2988724096,2919133415,7734363193,1708026780,-22014267856,-1385018945,-4525996700,-5804453405,-2551076387,-3712089920,188647111.4,-12697265520,5389511256,10938702832,23107736893,17048477310,23732550752,37764661553
Jamaica,JAM,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-15764104.72,-19088338.23,-33553968.92,-18616547.67,-21376592.47,-22539549.21,-74058518.83,-76222038.11,-58562342.49,-61442457.7,-61082323.29,-89217098.94,-32833876.22,-30363475.18,56869431.31,21670003.3,-73199194.81,-93498971.51,-142495798.8,-166997949.7,-212002380,-162201820.9,-175201966.9,-154887286.5,-266337493.3,-281768469.3,-280677710.8,-343257398.9,-335197200.9,-350102433.7,-430002134.7,-438799098.7,-293900641.5,-195899605.6,-352000353.6,-370700174.4,-224699748.9,-291899724.6,-308100000,-332500142.1,-349899999.3,-437799525.2,-605300521.1,-571399740.9,-582543023.2,-676215818.1,-615631755.9,-661594483.2,-568261595.6,-667914441.4,-494617529.9,-518399777.6,-199600449.8,-333599995.6,-298499565.1,-439999897.4,-594999800.2,-421100383.3,-596099991.1,-441500058.9,-454500192.4,-418800040.6
Jordan,JOR,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,8401008.121,11761411.37,12041444.97,14841781.01,18762251.47,18762251.47,14841781.01,11481377.77,20085209.98,28252095.62,42526579.11,6024096.386,24293956.88,27947316.75,36767232.77,35665323.93,86617736.08,92622127.66,45632057.28,-60566710.01,-88702990.37,-149985428.6,-220652880.4,-307466470.7,-194701183.4,-215025764.7,-362469966.2,-348043542.2,-309956703.7,-314972949.8,-278396118.7,-300987306.1,-208513681.2,-137929055,-154412835,100423131.2,161636107.2,68970380.82,129901269.4,273624823.7,337094499.3,454160789.8,575740479.5,411582358.7,375492957.7,-214647887.3,-264507042.3,-388028169,-338591549.3,-416681690.1,-433154929.6,-305647598.6,-206816901.4,-199436619.7,7478873.239,-124408450.7,-245774647.9
Japan,JPN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,-272603713.9,-146513761.8,188032397.4,331622967.4,-340323398.4,-63359545.13,-65412205.26,123254314.6,838384417.2,1935207799,794740073.2,-789440988.7,1679803852,2972906177,4162553021,6778437450,9461796181,16770201365,21448018247,23943133156,24024725038,25531766423,33844105824,39645568527,41563364049,47119060681,59363425511,58962285593,50613687910,56921096897,71875507468,68013451944,61046511628,73021171620,94459900363,1.07137E+11,1.22965E+11,1.40341E+11,1.37182E+11,1.32942E+11,1.53405E+11,1.8125E+11,1.73174E+11,1.79278E+11,1.82027E+11,1.74841E+11,1.74116E+11,1.82413E+11,1.92796E+11,2.00127E+11,1.82779E+11,
Kazakhstan,KAZ,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45200413.72,-96599788.23,-141100000.2,-213399999.7,-305500000.7,-297500000.6,-551699999.9,-1139000000,-1094400000,-984800000.3,-1604200000,-2720700000,-5555500000,-9350100000,-12945700000,-19375300000,-12417500000,-19375600000,-27745100000,-28117100000,-25147700000,-22701100000,-11617900000,-13450300000,-18148500000,-22061300000,-22692622965,-15072697835,-24188943147
Kenya,KEN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-26305877.46,-22651878.92,-23085864.75,-27677862.91,-29735848.08,-26039989.56,-34439986.19,-38499998.57,-39600006.13,-26500001.38,-22900000.82,-24597486.17,-34045900.39,-102356738.8,-101035223.8,-92921235.91,-142023414.2,-158261798.2,-187548183,-224530031.2,-221900080,-214600039.5,-254399415.9,-190399761.6,-203800352.1,-209299785.9,-239599383.5,-279900144.8,-323700001.7,-244135551.7,-365754621.1,-373553513.7,-354491802.4,-360174549.5,-362323522,-320155192.1,-225900402.5,-172194782,-129907101.1,-172862672.8,-129780165.5,-147499812.3,-121585948.3,-166075493,-141587434.2,-6194236.977,-70082440.14,-144182205,-31658698.99,-5370358879,-5553126720,-4907545028,-6209363347,-7174665507,-7705962084,-6925307476,-1010321720,-1561039504,-1390699653,-1604822041,-1735487192,-1655839187
Kyrgyz Republic,KGZ,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3055555.556,0,-5682575.758,-33365090.91,-39435298.35,-39400000,-64600000,-79200001.93,-74000000,-82000000,-59100001.03,-57800000.85,-62000000,-102100000,-88100000.49,-48100000.25,-50500001.34,-206699999.5,-181399999.1,-305099999.3,-658899999.8,-169300001.1,-423000000,-308800000.4,-260700000.5,-357800000.3,-371599999.7,-251000785.9,-779307174.6,-256423045.2,-695598340.3
Cambodia,KHM,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,461091.4286,465245.7143,477594.2857,527214.2857,566534.2857,628560,3857145.714,-2085682.857,-1571342.857,-1408408.451,-432093.9863,-628104.11,-300825.6599,-432848.1013,-373007.1495,,,,,,,,,,,,,,,,,,,,,-60768968.26,-85253660.06,-39684994.37,-54376614.16,-96090604.89,-120130751.4,-141366156.8,-187586522.6,-176867047.3,-214084031.3,-287327089.3,-318686428.2,-325405018.5,-425713131.1,-450674750,-399298625.8,-532914763.2,-679137802.3,-825088063.5,-931184175.2,-996196998.2,-1048938835,-1140161370,-1325725762,-1563832957,-1046796973,-1402682595
Kiribati,KIR,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,5150509.328,5886429.689,-440674.1061,-2799356.47,4204280.353,7648648.649,-3168933.743,-1095048.537,-816176.4706,3412687.299,2883819.048,4296220.149,8480992.897,28575479.05,29573736.78,25765469.88,29498245.36,35059080.8,26306048.99,44417396.47,49154165.1,42803225.81,42056992.12,46025654.29,43465283.06,46009793.11,47052360.64,46893852.62,44340361.45,56622876.75,64292065.09,50322882.55,72484131.35,71150593.09,97751294.26,119377582.5,158413196.3,181110059.3,139643621.8,171060699,170309324.6,194938477.6,156636845.4,169020432.7
St. Kitts and Nevis,KNA,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,-1296296.296,-1296296.296,-1296296.296,-1244444.444,-1044444.444,600000,1100000,100000,-1300000,-1688888.889,-1762962.963,-4122222.222,-9166666.667,-4459259.259,-7007407.407,-10688888.89,-11900000,-13007407.41,-10959259.26,-15588888.89,-19601082.56,-25380936.49,-28484039.6,-30137544.95,-34619804.99,-38101138.18,-43801245.69,-38901629.63,-35138333.33,-32339814.81,-30944481.48,-34138407.41,-33901259.26,-29184481.48,-29645666.67,-23777185.19,-14621777.78,-67600000,-64788962.96,-58661222.22,-48883925.93,-47129740.74,-22540444.44,-13858185.19,-19945259.26
"Korea, Rep.",KOR,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,36435759,30450865.13,32307816.57,36153985.21,36942489.9,43918918.92,84764502.1,148602691.1,169166817.3,198500832.9,163575476.6,75471698.11,23670747.54,13556939.14,70215343.54,-176239669.4,-132438016.5,-109917355.4,150619834.7,-116528925.6,-595130303.1,-993788819.9,-724544509.5,-915372220.4,-1379314623,-2221213305,-2511430030,-1791944759,-1545928063,-726327703.8,-283853283.6,-336265084.9,-471658233.5,-524250314.6,-1168336549,-2079686750,-2139971409,-3060055293,-4961396849,-5487458152,-3855308764,-3706380375,-2327970010,-2451976737,-1374724968,-6603056077,-3075858002,-2973234647,266050431.4,-1462805322,1708992865,7757521686,13368211586,8737064130,7183933153,4584861083,5484071727,6619282701,6946751477,14252965292,14355918811,20160962161
Kuwait,KWT,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,1151724138,1508207934,1765526867,2606324973,3158465991,4846466889,7586083214,6026398055,5029159520,5015197568,4664228723,7739160358,5583064227,7258064516,8417290674,7750000000,5409778403,5241990457,3824503311,3168350168,4881367292,5180360721,6277612924,5866141732,5108409987,6698174707,4900554288,3343205002,3359060403,6128266033,8856164384,13166781530,12396199859,10744047619,6928422516,9420795534,8989130435,9149696320,13254583921,15639494027,12691924227,12780536246,18779652160,18334457285,18275136693,,
Latin America & Caribbean (excluding high income),LAC,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1811378.628,-6002315.426,-7003020.564,-42429304.04,-37000489.58,-22793529.14,-70789743.59,-68993241.72,-64293606.44,-113368505.1,-97000000,-65737609.04,-190636881.5,-147579613.3,-255628748.4,-165147286.1,-452169226.9,-592845230.7,-608436569.9,-644725042.3,-585844519.3,-641555216.8,-684092635.5,-900972692.6,-785730000,-1084450000,-1128150000,-1137235761
Lebanon,LBN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532118874,1262337211,902026944.5,100926313.5,242459013.5,170887006.5,326780987.3,492000007.4,398883199.7,317944228.6,146974597.2,207999448.2,321000000,-74000000,-870380000,-3321290000,-814470000,-198020000,150900000,745020000,432880000,-225700000,-508490000,-239370000,-204180000,-218457286.3,-577313507.7,-508517761.8,-817790955.7,-209229560.2,-1112561342,-1397240000,-1045000000,-900000000
Liberia,LBR,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101400000,-156499700,-163799600,-152899900,-166299800,-155599800,-152000100,-154200100,-159600000,-144600100,-179400100,-124844800,-261970000,-301493500,-333000000,-280000000,-281000000,-302889900,-437000000,-353761800,-152000000,-212000000
Libya,LBY,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000000,540000000,-246000000,-289934270.9,1107947625,3450815777,2680614580,565616274.4,738080202.1,-442738114.7,-3248791313,-3255563419,-383370009.4,418693889.4,33299769.85,679796240.5,244175824.2,788028320.1,,
St. Lucia,LCA,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,-10006149.89,-11223285.33,-11255386.19,-11107458.93,-12703785.48,-15478239.63,-17385199.7,-19551100.3,-26478316.7,-28618084.67,-58209544.93,-62631518.52,-62294592.59,-69718518.52,-70482851.85,-79363000,-76610925.93,-79683000,-88209111.11,-89502703.7,-44600000,-46984074.07,-36321814.81,-50836777.78,-68990370.37,-72509925.93,-54492592.59,-67976370.37,-71873777.78,-45159629.63,-39567518.52,-19848259.26,-37713259.26,-37814222.22,-106900000,-152905185.2,-114019333.3,-118656333.3,-104019814.8,-123962407.4,-27060111.11,-61564037.04
Latin America & Caribbean,LCN,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,-1538760.576,-1791359.249,-2133850.021,-2833891.557,-3313003.491,-4207995.971,-4653864.618,-5183357.603,-7462024.609,-8593733.085,-9132064.212,-8738519.499,-8916662.562,-8949883.283,-8584117.121,-9036018.07,-13310634.28,-17981290.24,-19841454.25,-19128308.58,-24276921.97,-25347559.27,-27858910.54,-28574648.08,-33271550.78,-41475179.7,-42765857.61,-39254117,-42350669.06,-88203967.51,-49147323.54,-250770324.7,-315732067.2,-443454369.9,-596220345.8,-533167362.7,-493380124.4,-480839720.1,-511771766.2,-635235732,-796433023.3,-1207657658,-1648181721,-1281152228,-1283235102,-1105985037,-251370002,274398293.9,224971878.5,-158381968.2,,
Sri Lanka,LKA,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,-3441260.504,-37301071.43,4611028.807,-16854067.23,-3095848.739,-14915966.39,-840336.1345,-3909465.021,-30084033.61,-11932773.11,-154285714.3,-211129848.2,-201842546.1,-253125000,-344210526.3,-421968616.3,-534958382.9,-580721533.3,-231902626.5,-6165703.276,42528735.63,-24155844.16,49014896.68,-26434339.14,-172523584.9,-25073637.7,-26766595.29,-28532608.7,-17195850.36,-50790568.65,-59011482.78,-74522600.92,-22130960.53,1179635.762,-71954674.22,-170185365.9,-195947168.4,-174402441.1,-249588828.5,-283323895.8,-314684067,-281754371.1,-251338072.3,-171311645.3,-204881905.3,-298995024.9,-389012494.9,-353036252.8,-969521977.4,-485406908.4,-617134467.5,-651570295.2,-1213831293,-1751667713,-1808092589,-2022279133,-2195685213,-2314622530,-2398064603,-2469407547,-2279523295,-2044474950
Lower middle income,LMC,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD,,,,,,,15119697.61,14839703.21,16379672.41,17499650.01,19739605.21,21672259.51,26928580.72,42795389.05,88447387.79,101335632.2,138569457.2,165593376.3,177782888.7,213657957.2,263225475.1,290370370.4,346288082.5,382617987.6,332389954.6,233006371.4,268821225.4,336171758.3,339697250.9,319656232.1,360854597.5,375310868.1,380744740.5,332039905.7,329246423.3,337248931.7,320567464.5,323659158,263610133.3,282347164.3,243234675.4,368679652.9,347510127.4,497045487.6,561644683.9,501058607.1,443280499.2,662441834.4,625655473.8,552178233.8,637346225.3,509692530.2,414963796.9,351768416,278568780.1,279350343.7,286581001.5,313840458.4,310213973.2,322418800.7,278972155.2,347186586.1
