LOCATION,TIME,Value
GMB,1971,
GNB,1971,
GNQ,1971,
GRC,1971,
GRD,1971,
GRL,1971,
GTM,1971,
GUM,1971,
GUY,1971,
HIC,1971,-0.07389096681100499
HKG,1971,
HND,1971,
HPC,1971,
HRV,1971,
HTI,1971,0.937155457739802
HUN,1971,
IBD,1971,
IBT,1971,
IDA,1971,
IDB,1971,
IDN,1971,
IDX,1971,
IMN,1971,
IND,1971,
INX,1971,
IRL,1971,
IRN,1971,
IRQ,1971,
ISL,1971,
ISR,1971,
ITA,1971,0.114676932631321
JAM,1971,11.442557697810376
JOR,1971,
JPN,1971,-0.0624604917973956
KAZ,1971,
KEN,1971,
KGZ,1971,
KHM,1971,
KIR,1971,
KNA,1971,
KOR,1971,0.3938001745200696
KWT,1971,
LAC,1971,
LAO,1971,
LBN,1971,
LBR,1971,
LBY,1971,
LCA,1971,
LCN,1971,
LDC,1971,
LIC,1971,
LIE,1971,
LKA,1971,
LMC,1971,
LMY,1971,
LSO,1971,
LTE,1971,
LTU,1971,
LUX,1971,
LVA,1971,
MAC,1971,
MAF,1971,
MAR,1971,
MCO,1971,
MDA,1971,
MDG,1971,
MDV,1971,
MEA,1971,
MEX,1971,
MHL,1971,
MIC,1971,
MKD,1971,
MLI,1971,
MLT,1971,4.36346917347248
MMR,1971,
MNA,1971,
MNE,1971,
MNG,1971,
MNP,1971,
MOZ,1971,
MRT,1971,
MUS,1971,
MWI,1971,
MYS,1971,
NAC,1971,-0.24006331844168002
NAM,1971,
NCL,1971,
NER,1971,
NGA,1971,
NIC,1971,
NLD,1971,-1.27014801014666
NOR,1971,0.425149226896799
NPL,1971,
NRU,1971,
NZL,1971,1.238760029175781
OED,1971,-0.07620825088054001
OMN,1971,
OSS,1971,
PAK,1971,
PAN,1971,
PER,1971,
PHL,1971,
PLW,1971,
PNG,1971,
POL,1971,
PRE,1971,
PRI,1971,
PRK,1971,
PRT,1971,
PRY,1971,
PSE,1971,
PSS,1971,
PST,1971,-0.07537668159716504
PYF,1971,
QAT,1971,
ROU,1971,
RUS,1971,
RWA,1971,
SAS,1971,
SAU,1971,-1.55100050049223
SDN,1971,
SEN,1971,
SGP,1971,
SLB,1971,
SLE,1971,
SLV,1971,
SMR,1971,
SOM,1971,
SRB,1971,
SSA,1971,
SSD,1971,
SSF,1971,
SST,1971,
STP,1971,
SUR,1971,
SVK,1971,
SVN,1971,
SWE,1971,-0.220077869453703
SWZ,1971,
SXM,1971,
SYC,1971,
SYR,1971,
TCA,1971,
TCD,1971,
TEA,1971,
TEC,1971,
TGO,1971,
THA,1971,
TJK,1971,
TKM,1971,
TLA,1971,
TLS,1971,
TMN,1971,
TON,1971,
TSA,1971,
TSS,1971,
TTO,1971,
TUN,1971,
TUR,1971,
TUV,1971,
TZA,1971,
UGA,1971,
UKR,1971,
UMC,1971,
URY,1971,
USA,1971,-0.41636262179679784
UZB,1971,
VCT,1971,
VEN,1971,1.62475280446615
VGB,1971,
VIR,1971,
VNM,1971,
VUT,1971,
WLD,1971,-0.007223502599689013
WSM,1971,
XKX,1971,
YEM,1971,
ZAF,1971,0.985427500540295
ZMB,1971,
ZWE,1971,
ABW,1972,
AFE,1972,
AFG,1972,
AFW,1972,
AGO,1972,
ALB,1972,
AND,1972,
ARB,1972,
ARE,1972,
ARG,1972,0.2016727576611779
ARM,1972,
ASM,1972,
ATG,1972,
AUS,1972,1.777876819798865
AUT,1972,0.48518531416595295
AZE,1972,
BDI,1972,
BEL,1972,0.5616857535799451
BEN,1972,
BFA,1972,
BGD,1972,
BGR,1972,
BHR,1972,
BHS,1972,
BIH,1972,
BLR,1972,
BLZ,1972,
BMU,1972,
BOL,1972,
BRA,1972,0.7545153905765478
BRB,1972,
BRN,1972,
BTN,1972,
BWA,1972,
CAF,1972,
CAN,1972,1.7957613587896786
CEB,1972,
CHE,1972,
CHI,1972,
CHL,1972,
CHN,1972,
CIV,1972,
CMR,1972,
COD,1972,
COG,1972,
COL,1972,0.2003303119558682
COM,1972,
CPV,1972,
CRI,1972,
CSS,1972,
CUB,1972,
CUW,1972,
CYM,1972,
CYP,1972,
CZE,1972,
DEU,1972,0.030926294400122956
DJI,1972,
DMA,1972,
DNK,1972,0.06886939707899198
DOM,1972,2.18878937305022
DZA,1972,0.5835874394805931
EAP,1972,
EAR,1972,
EAS,1972,0.37933977349767695
ECA,1972,
ECS,1972,-0.06821447151953608
ECU,1972,
EGY,1972,
EMU,1972,0.03623949321962794
ERI,1972,
ESP,1972,0.3906486808214665
EST,1972,
ETH,1972,
EUU,1972,0.013969514565262076
FCS,1972,
FIN,1972,-0.16278706518971503
FJI,1972,
FRA,1972,0.049842116824976024
FRO,1972,
FSM,1972,
GAB,1972,
GBR,1972,-0.47626972650533095
GEO,1972,
GHA,1972,
GIB,1972,
GIN,1972,
GMB,1972,
GNB,1972,
GNQ,1972,
GRC,1972,
GRD,1972,
GRL,1972,
GTM,1972,
GUM,1972,
GUY,1972,
HIC,1972,-0.11384498758198902
HKG,1972,
HND,1972,
HPC,1972,
HRV,1972,
HTI,1972,1.09139382771767
HUN,1972,
IBD,1972,
IBT,1972,
IDA,1972,
IDB,1972,
IDN,1972,
IDX,1972,
IMN,1972,
IND,1972,
INX,1972,
IRL,1972,
IRN,1972,
IRQ,1972,
ISL,1972,
ISR,1972,
ITA,1972,0.311330000564128
JAM,1972,
JOR,1972,-0.1420282523471632
JPN,1972,-0.1741966920766099
KAZ,1972,
KEN,1972,
KGZ,1972,
KHM,1972,
KIR,1972,
KNA,1972,
KOR,1972,4.557034233896483
KWT,1972,
LAC,1972,
LAO,1972,
LBN,1972,
LBR,1972,
LBY,1972,
LCA,1972,
LCN,1972,
LDC,1972,
LIC,1972,
LIE,1972,
LKA,1972,
LMC,1972,
LMY,1972,
LSO,1972,
LTE,1972,
LTU,1972,
LUX,1972,
LVA,1972,
MAC,1972,
MAF,1972,
MAR,1972,
MCO,1972,
MDA,1972,
MDG,1972,
MDV,1972,
MEA,1972,
MEX,1972,
MHL,1972,
MIC,1972,
MKD,1972,
MLI,1972,
MLT,1972,1.5096318389106
MMR,1972,
MNA,1972,
MNE,1972,
MNG,1972,
MNP,1972,
MOZ,1972,
MRT,1972,
MUS,1972,
MWI,1972,
MYS,1972,
NAC,1972,-0.289421288989063
NAM,1972,
NCL,1972,
NER,1972,
NGA,1972,
NIC,1972,
NLD,1972,-1.61934957815858
NOR,1972,
NPL,1972,
NRU,1972,
NZL,1972,1.2866702246224595
OED,1972,-0.12811077674224103
OMN,1972,
OSS,1972,
PAK,1972,
PAN,1972,
PER,1972,
PHL,1972,
PLW,1972,
PNG,1972,
POL,1972,
PRE,1972,
PRI,1972,
PRK,1972,
PRT,1972,0.5872346993088442
PRY,1972,
PSE,1972,
PSS,1972,
PST,1972,-0.11879781972028597
PYF,1972,
QAT,1972,
ROU,1972,
RUS,1972,
RWA,1972,
SAS,1972,
SAU,1972,0.349517870389239
SDN,1972,
SEN,1972,
SGP,1972,5.17372969120274
SLB,1972,
SLE,1972,
SLV,1972,
SMR,1972,
SOM,1972,
SRB,1972,
SSA,1972,
SSD,1972,
SSF,1972,
SST,1972,
STP,1972,
SUR,1972,
SVK,1972,
SVN,1972,
SWE,1972,-0.407045053520801
SWZ,1972,
SXM,1972,
SYC,1972,
SYR,1972,
TCA,1972,
TCD,1972,
TEA,1972,
TEC,1972,
TGO,1972,
THA,1972,
TJK,1972,
TKM,1972,
TLA,1972,
TLS,1972,
TMN,1972,
TON,1972,
TSA,1972,
TSS,1972,
TTO,1972,
TUN,1972,1.4301826697892266
TUR,1972,
TUV,1972,
TZA,1972,
UGA,1972,
UKR,1972,
UMC,1972,
URY,1972,
USA,1972,-0.47376691605882204
UZB,1972,
VCT,1972,
VEN,1972,-2.68999382133914
VGB,1972,
VIR,1972,
VNM,1972,
VUT,1972,
WLD,1972,-0.07999450755160797
WSM,1972,
XKX,1972,
YEM,1972,
ZAF,1972,0.3873602983331722
ZMB,1972,
ZWE,1972,
ABW,1973,
AFE,1973,
AFG,1973,
AFW,1973,
AGO,1973,
ALB,1973,
AND,1973,
ARB,1973,
ARE,1973,
ARG,1973,
ARM,1973,
ASM,1973,
ATG,1973,
AUS,1973,-0.18928541120049802
AUT,1973,0.413342594506505
AZE,1973,
BDI,1973,
BEL,1973,0.942530728498279
BEN,1973,
BFA,1973,
BGD,1973,
BGR,1973,
BHR,1973,
BHS,1973,
BIH,1973,
BLR,1973,
BLZ,1973,
BMU,1973,
BOL,1973,
BRA,1973,1.3728541161875274
BRB,1973,
BRN,1973,
BTN,1973,
BWA,1973,
CAF,1973,
CAN,1973,1.537180640050296
CEB,1973,
CHE,1973,
CHI,1973,
CHL,1973,
CHN,1973,
CIV,1973,
CMR,1973,-0.04733371258642899
COD,1973,
COG,1973,
COL,1973,0.21957150999304598
COM,1973,
CPV,1973,
CRI,1973,
CSS,1973,
CUB,1973,
CUW,1973,
CYM,1973,
CYP,1973,
CZE,1973,
DEU,1973,0.03483091936535204
DJI,1973,
DMA,1973,
DNK,1973,0.37096542562836704
DOM,1973,1.47134083930399
DZA,1973,0.5741946854690333
EAP,1973,
EAR,1973,
EAS,1973,-0.07323159439732696
ECA,1973,
ECS,1973,-0.12073388072493996
ECU,1973,
EGY,1973,
EMU,1973,0.05752141143280698
ERI,1973,
ESP,1973,0.4298093048829173
EST,1973,
ETH,1973,
EUU,1973,0.04564027680288907
FCS,1973,
FIN,1973,-0.010270966867622008
FJI,1973,
FRA,1973,0.07186597486387897
FRO,1973,
FSM,1973,
GAB,1973,
GBR,1973,-1.1730866215581102
GEO,1973,
GHA,1973,
GIB,1973,
GIN,1973,
GMB,1973,
GNB,1973,
GNQ,1973,
GRC,1973,
GRD,1973,
GRL,1973,
GTM,1973,
GUM,1973,
GUY,1973,
HIC,1973,-0.24887475108623702
HKG,1973,
HND,1973,
HPC,1973,
HRV,1973,
HTI,1973,1.49528705983632
HUN,1973,
IBD,1973,
IBT,1973,
IDA,1973,
IDB,1973,
IDN,1973,
IDX,1973,
IMN,1973,
IND,1973,
INX,1973,
IRL,1973,
IRN,1973,
IRQ,1973,
ISL,1973,
ISR,1973,
ITA,1973,0.225766364130052
JAM,1973,3.9508529513204222
JOR,1973,-0.354755733375116
JPN,1973,-0.4503767758077563
KAZ,1973,
KEN,1973,
KGZ,1973,
KHM,1973,
KIR,1973,
KNA,1973,
KOR,1973,0.0144128236209361
KWT,1973,
LAC,1973,
LAO,1973,
LBN,1973,
LBR,1973,
LBY,1973,
LCA,1973,
LCN,1973,
LDC,1973,
LIC,1973,
LIE,1973,
LKA,1973,
LMC,1973,
LMY,1973,
LSO,1973,
LTE,1973,
LTU,1973,
LUX,1973,
LVA,1973,
MAC,1973,
MAF,1973,
MAR,1973,
MCO,1973,
MDA,1973,
MDG,1973,
MDV,1973,
MEA,1973,
MEX,1973,
MHL,1973,
MIC,1973,
MKD,1973,
MLI,1973,
MLT,1973,1.49070029048805
MMR,1973,
MNA,1973,
MNE,1973,
MNG,1973,
MNP,1973,
MOZ,1973,
MRT,1973,
MUS,1973,
MWI,1973,
MYS,1973,
NAC,1973,-0.34633219154436695
NAM,1973,
NCL,1973,
NER,1973,
NGA,1973,
NIC,1973,
NLD,1973,-1.38912388057404
NOR,1973,0.705592481990025
NPL,1973,
NRU,1973,
NZL,1973,1.4735654276709071
OED,1973,-0.24712542336737997
OMN,1973,
OSS,1973,
PAK,1973,
PAN,1973,
PER,1973,
PHL,1973,
PLW,1973,
PNG,1973,
POL,1973,
PRE,1973,
PRI,1973,
PRK,1973,
PRT,1973,0.33795953133330703
PRY,1973,
PSE,1973,
PSS,1973,
PST,1973,-0.23635829770450195
PYF,1973,
QAT,1973,
ROU,1973,
RUS,1973,
RWA,1973,
SAS,1973,
SAU,1973,-4.18740768152299
SDN,1973,
SEN,1973,
SGP,1973,8.840738671057775
SLB,1973,
SLE,1973,
SLV,1973,
SMR,1973,
SOM,1973,
SRB,1973,
SSA,1973,
SSD,1973,
SSF,1973,
SST,1973,
STP,1973,
SUR,1973,
SVK,1973,
SVN,1973,
SWE,1973,-0.352036263525376
SWZ,1973,
SXM,1973,
SYC,1973,
SYR,1973,
TCA,1973,
TCD,1973,
TEA,1973,
TEC,1973,
TGO,1973,
THA,1973,
TJK,1973,
TKM,1973,
TLA,1973,
TLS,1973,
TMN,1973,
TON,1973,
TSA,1973,
TSS,1973,
TTO,1973,
TUN,1973,2.0873099973942546
TUR,1973,
TUV,1973,
TZA,1973,
UGA,1973,
UKR,1973,
UMC,1973,
URY,1973,
USA,1973,-0.5198628291763019
UZB,1973,
VCT,1973,
VEN,1973,-0.493085607415396
VGB,1973,
VIR,1973,
VNM,1973,
VUT,1973,
WLD,1973,-0.17084611864359905
WSM,1973,
XKX,1973,
YEM,1973,
ZAF,1973,-0.07364728328521242
ZMB,1973,
ZWE,1973,
ABW,1974,
AFE,1974,
AFG,1974,
AFW,1974,
AGO,1974,
ALB,1974,
AND,1974,
ARB,1974,
ARE,1974,
ARG,1974,0.0214311026381089
ARM,1974,
ASM,1974,
ATG,1974,
AUS,1974,1.2216707877393072
AUT,1974,0.4470677177293558
AZE,1974,
BDI,1974,
BEL,1974,1.1743063649304673
BEN,1974,-0.422446607142272
BFA,1974,0.3048726247039294
BGD,1974,
BGR,1974,
BHR,1974,
BHS,1974,
BIH,1974,
BLR,1974,
BLZ,1974,
BMU,1974,
BOL,1974,
BRA,1974,1.0511453604095784
BRB,1974,0.7278786927054477
BRN,1974,
BTN,1974,
BWA,1974,
CAF,1974,
CAN,1974,1.4753264854026398
CEB,1974,
CHE,1974,
CHI,1974,
CHL,1974,
CHN,1974,
CIV,1974,
CMR,1974,0.6303839757732201
COD,1974,
COG,1974,
COL,1974,0.281944030641734
COM,1974,
CPV,1974,
CRI,1974,
CSS,1974,
CUB,1974,
CUW,1974,
CYM,1974,
CYP,1974,
CZE,1974,
DEU,1974,0.012299345095588998
DJI,1974,
DMA,1974,
DNK,1974,0.6791480654632359
DOM,1974,1.83204019550877
DZA,1974,
EAP,1974,
EAR,1974,
EAS,1974,0.13558149269777298
ECA,1974,0.179427188382412
ECS,1974,0.061339043456983044
ECU,1974,
EGY,1974,
EMU,1974,0.07377927726486999
ERI,1974,
ESP,1974,0.2806505152365473
EST,1974,
ETH,1974,
EUU,1974,0.059786738837044995
FCS,1974,
FIN,1974,0.024146014338351993
FJI,1974,
FRA,1974,0.373495682071272
FRO,1974,
FSM,1974,
GAB,1974,5.348992607746446
GBR,1974,-0.0010896628255099294
GEO,1974,
GHA,1974,
GIB,1974,
GIN,1974,
GMB,1974,
GNB,1974,
GNQ,1974,
GRC,1974,
GRD,1974,
GRL,1974,
GTM,1974,
GUM,1974,
GUY,1974,
HIC,1974,-0.04808845664778699
HKG,1974,
HND,1974,-0.111164813896731
HPC,1974,
HRV,1974,
HTI,1974,1.40431436440201
HUN,1974,
IBD,1974,
IBT,1974,
IDA,1974,
IDB,1974,
IDN,1974,
IDX,1974,
IMN,1974,
IND,1974,
INX,1974,
IRL,1974,
IRN,1974,
IRQ,1974,
ISL,1974,
ISR,1974,
ITA,1974,0.19653312130663902
JAM,1974,0.989433586513519
JOR,1974,0.285203127617903
JPN,1974,-0.37737737429428253
KAZ,1974,
KEN,1974,
KGZ,1974,
KHM,1974,
KIR,1974,
KNA,1974,
KOR,1974,-0.061399620493358696
KWT,1974,
LAC,1974,
LAO,1974,
LBN,1974,
LBR,1974,
LBY,1974,
LCA,1974,
LCN,1974,
LDC,1974,
LIC,1974,
LIE,1974,
LKA,1974,
LMC,1974,
LMY,1974,
LSO,1974,
LTE,1974,
LTU,1974,
LUX,1974,
LVA,1974,
MAC,1974,
MAF,1974,
MAR,1974,
MCO,1974,
MDA,1974,
MDG,1974,0.714979938139587
MDV,1974,
MEA,1974,
MEX,1974,
MHL,1974,
MIC,1974,
MKD,1974,
MLI,1974,
MLT,1974,2.82802731318654
MMR,1974,
MNA,1974,
MNE,1974,
MNG,1974,
MNP,1974,
MOZ,1974,
MRT,1974,
MUS,1974,
MWI,1974,
MYS,1974,6.011107829804
NAC,1974,0.043769311045876946
NAM,1974,
NCL,1974,
NER,1974,0.6429254972061718
NGA,1974,
NIC,1974,
NLD,1974,-1.9319442456594298
NOR,1974,0.729397455761774
NPL,1974,
NRU,1974,
NZL,1974,1.654402849382003
OED,1974,0.03574359904226598
OMN,1974,-3.71152155867873
OSS,1974,
PAK,1974,
PAN,1974,
PER,1974,
PHL,1974,
PLW,1974,
PNG,1974,
POL,1974,
PRE,1974,
PRI,1974,
PRK,1974,
PRT,1974,0.394006724294896
PRY,1974,
PSE,1974,
PSS,1974,
PST,1974,0.04248129971770498
PYF,1974,
QAT,1974,
ROU,1974,
RUS,1974,
RWA,1974,
SAS,1974,
SAU,1974,-8.2187846561926
SDN,1974,
SEN,1974,0.334443319495188
SGP,1974,5.941441679924447
SLB,1974,
SLE,1974,
SLV,1974,
SMR,1974,
SOM,1974,
SRB,1974,
SSA,1974,
SSD,1974,
SSF,1974,
SST,1974,
STP,1974,
SUR,1974,
SVK,1974,
SVN,1974,
SWE,1974,-0.5357241557845129
SWZ,1974,1.33634812157121
SXM,1974,
SYC,1974,
SYR,1974,
TCA,1974,
TCD,1974,
TEA,1974,
TEC,1974,0.179427188382412
TGO,1974,-7.90956377863659
THA,1974,
TJK,1974,
TKM,1974,
TLA,1974,
TLS,1974,
TMN,1974,
TON,1974,
TSA,1974,
TSS,1974,
TTO,1974,
TUN,1974,0.8460395399922471
TUR,1974,0.179427188382412
TUV,1974,
TZA,1974,
UGA,1974,
UKR,1974,
UMC,1974,
URY,1974,
USA,1974,-0.104837879867439
UZB,1974,
VCT,1974,
VEN,1974,-1.64745086159274
VGB,1974,
VIR,1974,
VNM,1974,
VUT,1974,
WLD,1974,0.018025796837614017
WSM,1974,
XKX,1974,
YEM,1974,
ZAF,1974,1.404544330593519
ZMB,1974,
ZWE,1974,
ABW,1975,
AFE,1975,
AFG,1975,
AFW,1975,
AGO,1975,
ALB,1975,
AND,1975,
ARB,1975,
ARE,1975,
ARG,1975,0.0974529321886578
ARM,1975,
ASM,1975,
ATG,1975,
AUS,1975,0.295985375365695
AUT,1975,0.13300313287565357
AZE,1975,
BDI,1975,
BEL,1975,1.091351649538049
BEN,1975,0.279190960980148
BFA,1975,-0.0404267058607144
BGD,1975,
BGR,1975,
BHR,1975,
BHS,1975,
BIH,1975,
BLR,1975,
BLZ,1975,
BMU,1975,
BOL,1975,
BRA,1975,0.9210272873686335
BRB,1975,0.920628914818549
BRN,1975,
BTN,1975,
BWA,1975,-10.7746831568611
CAF,1975,1.214810041303481
CAN,1975,1.229177624374483
CEB,1975,
CHE,1975,
CHI,1975,
CHL,1975,0.655977095492245
CHN,1975,
CIV,1975,
CMR,1975,0.8785324355312019
COD,1975,
COG,1975,
COL,1975,0.2524602966060905
COM,1975,
CPV,1975,
CRI,1975,
CSS,1975,
CUB,1975,
CUW,1975,
CYM,1975,
CYP,1975,
CZE,1975,
DEU,1975,-0.30383720009009996
DJI,1975,
DMA,1975,
DNK,1975,0.464813036065684
DOM,1975,1.77539453211825
DZA,1975,0.546345025843938
EAP,1975,
EAR,1975,
EAS,1975,0.160614350320537
ECA,1975,0.254669562519392
ECS,1975,-0.025031410087438033
ECU,1975,
EGY,1975,
EMU,1975,-0.052671254920931
ERI,1975,
ESP,1975,0.44668549835514204
EST,1975,
ETH,1975,
EUU,1975,-0.05884121871285397
FCS,1975,
FIN,1975,0.1434991502076415
FJI,1975,
FRA,1975,0.062605821246215
FRO,1975,
FSM,1975,
GAB,1975,7.411036497483993
GBR,1975,0.1314662293726001
GEO,1975,
GHA,1975,2.52196697706377
GIB,1975,
GIN,1975,
GMB,1975,
GNB,1975,
GNQ,1975,
GRC,1975,
GRD,1975,
GRL,1975,
GTM,1975,
GUM,1975,
GUY,1975,
HIC,1975,-0.187075209550581
HKG,1975,
HND,1975,0.622775800711744
HPC,1975,
HRV,1975,
HTI,1975,0.38743762848958
HUN,1975,
IBD,1975,
IBT,1975,
IDA,1975,
IDB,1975,
IDN,1975,
IDX,1975,
IMN,1975,
IND,1975,-0.0104863953058195
INX,1975,
IRL,1975,
IRN,1975,
IRQ,1975,
ISL,1975,
ISR,1975,
ITA,1975,0.132287174769907
JAM,1975,
JOR,1975,1.4223816432452518
JPN,1975,-0.29470306858964856
KAZ,1975,
KEN,1975,0.484666165285675
KGZ,1975,
KHM,1975,
KIR,1975,
KNA,1975,
KOR,1975,0.0091809249212793
KWT,1975,-0.7721390683026899
LAC,1975,
LAO,1975,
LBN,1975,
LBR,1975,
LBY,1975,
LCA,1975,
LCN,1975,
LDC,1975,
LIC,1975,
LIE,1975,
LKA,1975,0.0037641733391278
LMC,1975,
LMY,1975,
LSO,1975,0.0
LTE,1975,
LTU,1975,
LUX,1975,
LVA,1975,
MAC,1975,
MAF,1975,
MAR,1975,0.0558719881210349
MCO,1975,
MDA,1975,
MDG,1975,0.200292247847939
MDV,1975,
MEA,1975,
MEX,1975,
MHL,1975,
MIC,1975,
MKD,1975,
MLI,1975,0.24152961129724013
MLT,1975,3.3401590425729
MMR,1975,
MNA,1975,
MNE,1975,
MNG,1975,
MNP,1975,
MOZ,1975,
MRT,1975,-17.4447315326563
MUS,1975,
MWI,1975,
MYS,1975,3.76920863765598
NAC,1975,-0.49943945059657696
NAM,1975,
NCL,1975,
